"S.NO","ID","PHYLA","CLASS","ORDER","FAMILY","GENUS","SPECIES","STRAIN","ENVIRONMENT","PLANTSPHERE","HOST PHENOTYPE","PGPT BLAST-HMM COUNT","KEGG/IMG PGPT COUNT","IMG ISOLATION SITE","IMG SAMPLE ID","GENOME SIZE","GENE COUNT","IMG PROTEIN_COUNT","IS PUBLIC","IMG SEUQNECING STATUS","NCBI TAX ID","NCBI BIOPROJECT ID","NCBI BIOSAMPLE ID","NCBI REFSEQ ID","NCBI GBK ID","NCBI ASSEMBLY ID","NCBI WGS","NCBI LINK"
"58","PAB_0000000058","Actinobacteria","Actinomycetia","Frankiales","Frankiaceae","Frankia","Frankia sp. CcI156","Frankia sp. CcI156 [RHIZ|PSYMB]","Plants","Rhizosphere","Plant Symbiont","not_announced","1140","Casuarina cunnunghamiana|root nodule of Casuarina cunninghamiana|Casuarina cunnunghamiana|root nodule of Casuarina cunninghamiana","2773857923","5327254","4901","4837","Yes","Finished","1745380","PRJNA299689","SAMN04211878","GCF_001983015.1","GCA_001983015.1","ASM198301v1","MOMD00000000.1","link"
"59","PAB_0000000059","Actinobacteria","Actinomycetia","Frankiales","Frankiaceae","Frankia","Frankia sp. CcI6","Frankia sp. CcI6 [RHIZ|PSYMB]","Plants|Soil","Rhizosphere","Plant Symbiont","not_announced","1127","Casuarina|Casuarina","2546825537","5389291","4971","4902","Yes","Permanent Draft","1352929","PRJNA217436","SAMN02216979","GCF_000503735.2","GCA_000503735.2","CcI6","AYTZ00000000.1","link"
"60","PAB_0000000060","Actinobacteria","Actinomycetia","Frankiales","Frankiaceae","Frankia","Frankia sp. CcI49","Frankia sp. CcI49 [RHIZ|PSYMB]","Plants","Rhizosphere","Plant Symbiont","not_announced","1681","Casuarina cunnunghamiana|root nodule of Casuarina cunnunghamiana|Soil|Casuarina cunnunghamiana|root nodule of Casuarina cunnunghamiana","2773857922","9757215","7982","7919","Yes","Finished","1745382","PRJNA299692","SAMN04211910","GCF_001983215.1","GCA_001983215.1","ASM198321v1","MOWP00000000.1","link"
"61","PAB_0000000061","Actinobacteria","Actinomycetia","Frankiales","Frankiaceae","Frankia","Frankia sp. CeD","Frankia sp. CeD [RHIZ|PSYMB]","Plants|Soil","Rhizosphere","Plant Symbiont","not_announced","1071","Casuarina equisetifolia|Senegal|Plant symbiont|Casuarina equisetifolia|Senegal","2576861822","5004595","4466","4403","Yes","Permanent Draft","258230","PRJNA218012","SAMN02344567","GCF_000732115.1","GCA_000732115.1","CeD","JPGU00000000.1","link"
"62","PAB_0000000062","Actinobacteria","Actinomycetia","Frankiales","Frankiaceae","Frankia","Frankia sp. CgIM4","Frankia sp. CgIM4 [RHIZ|PSYMB]","Plants","Rhizosphere","Plant Symbiont","not_announced","1142","Casuarina glauca|root nodule of Casuarina glauca|Plant symbiont|Casuarina glauca|root nodule of Casuarina glauca","2684623036","5199090","4213","4165","Yes","Permanent Draft","1742262","PRJNA299305","SAMN04196701","GCF_001756285.1","GCA_001756285.1","ASM175628v1","MAQZ00000000.1","link"
"63","PAB_0000000063","Actinobacteria","Actinomycetia","Frankiales","Frankiaceae","Frankia","Frankia sp. CgIS1","Frankia sp. CgIS1 [RHIZ|PSYMB]","Plants","Rhizosphere","Plant Symbiont","not_announced","1132","Casuarina glauca|root nodule of Casuarina glauca|Casuarina glauca|root nodule of Casuarina glauca","2773857924","5256821","4835","4772","Yes","Finished","1745381","PRJNA299691","SAMN04211879","GCF_001854725.1","GCA_001854725.1","ASM185472v1","MBLP00000000.1","link"
"64","PAB_0000000064","Actinobacteria","Actinomycetia","Frankiales","Frankiaceae","Frankia","Frankia sp. CpI1-P","Frankia sp. CpI1-P [RHIZ|PSYMB]","Plants","Rhizosphere","Plant Symbiont","not_announced","1392","Comptonia peregrina|Nodules of Comptonia peregrina","2619619003","7619552","6472","6396","Yes","Permanent Draft","1502734","PRJNA248467","SAMN02798501","GCF_001421075.1","GCA_001421075.1","ASM142107v1","LJJX00000000.1","link"
"65","PAB_0000000065","Actinobacteria","Actinomycetia","Frankiales","Frankiaceae","Frankia","Frankia sp. DC12","Frankia sp. DC12 [RHIZ|PSYMB]","Plants","Rhizosphere","Plant Symbiont","not_announced","1257","Datisca cannabina|root nodules of Datisca cannabina|Datisca cannabina|root nodules of Datisca cannabina","2517572101","6884336","5933","5858","Yes","Permanent Draft","683315","PRJNA157399","SAMN00114978","GCF_000966285.1","GCA_000966285.1","ASM96628v1","LANG00000000.1","link"
"66","PAB_0000000066","Actinobacteria","Actinomycetia","Frankiales","Frankiaceae","Frankia","Frankia sp. EUN1f","Frankia sp. EUN1f [PSYMB]","Plants","not_announced","Plant Symbiont","not_announced","1616","not_announced","2506381019","9322173","7833","7775","Yes","Permanent Draft","102897","PRJNA38795","SAMN02441797","GCF_000177675.1","GCA_000177675.1","ASM17767v1","ADGX00000000.1","link"
"67","PAB_0000000067","Actinobacteria","Actinomycetia","Frankiales","Frankiaceae","Frankia","Frankia sp. EUN1h","Frankia sp. EUN1h","Plants","not_announced","not_announced","not_announced","1634","Elaeagnus umbellata|Elaeagnus umbellata","2687453738","9910952","7477","7405","Yes","Permanent Draft","1834515","PRJNA318442","SAMN04851311","GCF_001854645.1","GCA_001854645.1","ASM185464v1","MBLN00000000.1","link"
"68","PAB_0000000068","Actinobacteria","Actinomycetia","Frankiales","Frankiaceae","Frankia","Frankia sp. KB5","Frankia sp. KB5 [RHIZ|PSYMB]","Plants","Rhizosphere","Plant Symbiont","not_announced","1115","Casuarina equisetifolia subsp. incana.|plant root nodules|Plant symbiont|Casuarina equisetifolia subsp. incana.|plant root nodules","2710264753","5455564","4675","4622","Yes","Permanent Draft","683318","PRJNA321004","SAMN04962126","GCF_002099325.1","GCA_002099325.1","ASM209932v1","MRUJ00000000.1","link"
"69","PAB_0000000069","Actinobacteria","Actinomycetia","Frankiales","Frankiaceae","Frankia","Frankia sp. NRRL B-16219","Frankia sp. NRRL B-16219 [RHIZ]","Plants|Soil","Rhizosphere","not_announced","not_announced","1484","Eleaegnus,Ceanothus jepsonii|Soil beneath Ceanothus jepsonii","2684623035","8032739","6296","6244","Yes","Permanent Draft","1834517","PRJNA318440","SAMN04851309","GCF_001854695.1","GCA_001854695.1","ASM185469v1","MAXA00000000.1","link"
"70","PAB_0000000070","Actinobacteria","Actinomycetia","Frankiales","Frankiaceae","Frankia","Frankia sp. QA3","Frankia sp. QA3 [RHIZ|PSYMB]","Plants|Soil","Rhizosphere","Plant Symbiont","not_announced","1434","not_announced","2509887025","7590853","6546","6493","Yes","Permanent Draft","710111","PRJNA63325","SAMN02256510","GCF_000262465.1","GCA_000262465.1","ASM26246v1","AJWA00000000.1","link"
"71","PAB_0000000071","Actinobacteria","Actinomycetia","Frankiales","Frankiaceae","Frankia","Frankia symbiont of Datisca glomerata Dg1","Frankia symbiont of Datisca glomerata Dg1 [RHIZ|PSYMB]","Plants","Rhizosphere","Plant Symbiont","not_announced","1090","Datisca glomerata|from root nodules of the American suffruticose endemic Datisca glomerata|Datisca glomerata|from root nodules of the American suffruticose endemic Datisca glomerata (C. Presl) Baill. (Durango root)","2506783011","5323186","4254","4202","Yes","Finished","656024","PRJNA39113","SAMN00713636","GCF_000177615.2","GCA_000177615.2","ASM17761v2","not_available","link"
"72","PAB_0000000072","Actinobacteria","Actinomycetia","Frankiales","Frankiaceae","Frankia","Frankia torreyi","Frankia torreyi CpI1-S [RHIZ|PSYMB]","Plants","Rhizosphere","Plant Symbiont","not_announced","1405","Comptonia peregrina|Nodules of Comptonia peregrina","2579778521","7624758","6448","6373","Yes","Permanent Draft","1856","PRJNA248409","SAMN02798190","GCF_000948395.1","GCA_000948395.1","CpI1-S","JYFN00000000.1","link"
"73","PAB_0000000073","Actinobacteria","Actinomycetia","Jatrophihabitantales","Jatrophihabitantaceae","Jatrophihabitans","Jatrophihabitans endophyticus","Jatrophihabitans endophyticus DSM 45627 [PHYL]","Plants","Phyllosphere","not_announced","not_announced","1256","surface sterilized stem tissue of Jatropha curcas L.|Jatropha curcas L.|surface sterilized stem tissue of Jatropha curcas L.","2695420949","4480046","4272","4217","Yes","Permanent Draft","1206085","PRJNA331482","SAMN05443575","GCF_900129455.1","GCA_900129455.1","IMG-taxon 2695420949 annotated assembly","FQVU00000000.1","link"
"74","PAB_0000000075","Actinobacteria","Actinomycetia","Geodermatophilales","Geodermatophilaceae","Blastococcus","Blastococcus endophyticus","Blastococcus endophyticus DSM 45413 [PHYL]","Plants","Phyllosphere","not_announced","not_announced","1317","surface sterilized|Camptotheca acuminata|surface sterilized, healthy leaves of the traditional Chinese medicinal plant Camptotheca acuminata","2599185194","4875221","4677","4611","Yes","Permanent Draft","673521","PRJNA262361","SAMN05660991","GCF_900110555.1","GCA_900110555.1","IMG-taxon 2599185194 annotated assembly","FOEE00000000.1","link"
"75","PAB_0000000076","Actinobacteria","Actinomycetia","Geodermatophilales","Geodermatophilaceae","Geodermatophilus","Geodermatophilus ruber","Geodermatophilus ruber DSM 45317 [RHIZ]","Plants|Soil","Rhizosphere","not_announced","not_announced","1424","rhizosphere soil of Astragalus membranaceus|Rhizosphere|Astragalus membranaceus|rhizosphere soil of Astragalus membranaceus","2622736605","4992138","4768","4702","Yes","Permanent Draft","504800","PRJNA303573","SAMN04488085","GCF_900114385.1","GCA_900114385.1","IMG-taxon 2622736605 annotated assembly","FOSW00000000.1","link"
"76","PAB_0000000077","Actinobacteria","Actinomycetia","Geodermatophilales","Geodermatophilaceae","Geodermatophilus","Geodermatophilus sp. Leaf369","Geodermatophilus sp. Leaf369 [PHYL]","Plants","Phyllosphere","not_announced","not_announced","1327","Arabidopsis leaf|Arabidopsis|Arabidopsis leaf","2643221930","4368819","4316","4260","Yes","Permanent Draft","1736354","PRJNA297956","SAMN04151744","GCF_001424455.1","GCA_001424455.1","Leaf369","LMQA00000000.1","link"
"77","PAB_0000000078","Actinobacteria","Actinomycetia","Geodermatophilales","Geodermatophilaceae","Modestobacter","Modestobacter sp. Leaf380","Modestobacter sp. Leaf380 [PHYL]","Plants","Phyllosphere","not_announced","not_announced","1385","Arabidopsis leaf|Arabidopsis|Arabidopsis leaf","2643221932","4764686","4605","4545","Yes","Permanent Draft","1736356","PRJNA297956","SAMN04151746","GCF_001424485.1","GCA_001424485.1","Leaf380","LMQC00000000.1","link"
"78","PAB_0000000079","Actinobacteria","Actinomycetia","Glycomycetales","Glycomycetaceae","Glycomyces","Glycomyces dulcitolivorans","Glycomyces dulcitolivorans SJ-25 [RHIZ]","Plants|Soil","Rhizosphere","not_announced","not_announced","1452","wheat,maize|wheat rhizosphere soil","2835077007","5685225","5443","5367","Yes","Permanent Draft","2200759","PRJNA471115","SAMN09202776","GCF_003265355.1","GCA_003265355.1","ASM326535v1","QFRW00000000.1","link"
"79","PAB_0000000080","Actinobacteria","Actinomycetia","Glycomycetales","Glycomycetaceae","Glycomyces","Glycomyces paridis","Glycomyces paridis CPCC 204357 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","1305","Paris polyphylla|surface|Paris polyphylla|surface-sterilized roots","2891549231","5399008","5099","5023","Yes","Permanent Draft","2126555","PRJNA533523","SAMN11458639","GCF_004912155.1","GCA_004912155.1","ASM491215v1","STGX00000000.1","link"
"80","PAB_0000000081","Actinobacteria","Actinomycetia","Glycomycetales","Glycomycetaceae","Stackebrandtia","Stackebrandtia endophytica","Stackebrandtia endophytica DSM 45928 [PHYL]","Plants","Phyllosphere","not_announced","not_announced","1303","surface|Tripterygium wilfordii|surface-sterilized healthy stems of Tripterygium wilfordii","2816332113","5663490","5327","5269","Yes","Permanent Draft","1496996","PRJNA538398","SAMN11512349","GCF_006716355.1","GCA_006716355.1","ASM671635v1","VFOW00000000.1","link"
"81","PAB_0000000082","Actinobacteria","Actinomycetia","Corynebacteriales","Gordoniaceae","Gordonia","Gordonia polyisoprenivorans","Gordonia polyisoprenivorans herm_1 [RHIZ]","Plants|Soil","Rhizosphere","not_announced","not_announced","1613","red alder|red alder root soil","2854991309","6180512","5666","5574","Yes","Permanent Draft","84595","PRJNA398074","SAMN07500910","GCF_002257745.1","GCA_002257745.1","ASM225774v1","NQOE00000000.1","link"
"82","PAB_0000000083","Actinobacteria","Actinomycetia","Corynebacteriales","Gordoniaceae","Gordonia","Gordonia rhizosphera","Gordonia rhizosphera NBRC 16068 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","1608","root|magrove|root, rhizosphere of mangrove trees","2523231044","6434991","5978","5929","Yes","Permanent Draft","1108045","PRJDB4","SAMD00041828","GCF_000298195.1","GCA_000298195.1","ASM29819v1","BAHC00000000.1","link"
"83","PAB_0000000084","Actinobacteria","Actinomycetia","Corynebacteriales","Gordoniaceae","Gordonia","Gordonia sedimidis","Gordonia sedimidis AMA120 [RHIZ]","Plants|Soil","Rhizosphere","not_announced","not_announced","1844","mangrove sediment|mangrove|mangrove sediment","2868050885","7333645","6921","6829","Yes","Permanent Draft","2498852","PRJNA511718","SAMN10642655","GCA_004193205.1","GCA_004193205.1","ASM419320v1","RZUM00000000.1","link"
"84","PAB_0000000085","Actinobacteria","Actinomycetia","Corynebacteriales","Gordoniaceae","Gordonia","Gordonia oryzae","Gordonia oryzae RS15-1S [PHYL]","Plants","Phyllosphere","not_announced","not_announced","1128","Oryza sativa|surface-sterilized rice stems","2866513116","4519536","4334","4256","Yes","Permanent Draft","2487349","PRJNA504507","SAMN10394029","GCF_003797185.1","GCA_003797185.1","ASM379718v1","RKMH00000000.1","link"
"85","PAB_0000000086","Actinobacteria","Actinomycetia","Micrococcales","Intrasporangiaceae","Humibacillus","Humibacillus xanthopallidus","Humibacillus xanthopallidus SLBN-155 [RHIZ|PSYMB|PGPB]","Plants","Rhizosphere","Plant Symbiont|PGPB","not_announced","1279","Oryza sativa|Rice root","2818991318","5266538","4692","4632","Yes","Permanent Draft","412689","PRJNA536303","SAMN11510849","GCF_006716675.1","GCA_006716675.1","ASM671667v1","VFPM00000000.1","link"
"86","PAB_0000000087","Actinobacteria","Actinomycetia","Micrococcales","Intrasporangiaceae","Humibacillus","Humibacillus xanthopallidus","Humibacillus xanthopallidus DSM 21776","Plants|Soil","not_announced","not_announced","not_announced","1308","soil from a paddy field|rice|soil from a paddy field","2818991578","5390744","4790","4727","Yes","Permanent Draft","412689","PRJNA547260","SAMN12024894","GCF_006717145.1","GCA_006717145.1","ASM671714v1","VFQF00000000.1","link"
"87","PAB_0000000088","Actinobacteria","Actinomycetia","Micrococcales","Intrasporangiaceae","Intrasporangium","Intrasporangium flavum","Intrasporangium flavum MUSC 78","Plants","not_announced","not_announced","not_announced","1092","Mangrove|mangrove|Mangrove","2788499956","4236525","3930","3881","Yes","Permanent Draft","1428657","PRJNA343847","SAMN05915663","GCF_001956915.1","GCA_001956915.1","ASM195691v1","MLJO00000000.1","link"
"88","PAB_0000000089","Actinobacteria","Actinomycetia","Micrococcales","Ornithinimicrobiaceae","Ornithinimicrobium","Ornithinimicrobium cerasi","Ornithinimicrobium cerasi CPCC 203383 [CARP]","Plants","Carposphere","not_announced","not_announced","988","Prunus pseudocerasus|Fruit of Chinese Cherry|Fruits|Prunus pseudocerasus|Fruit of Chinese Cherry","2833441259","3835003","3668","3600","Yes","Permanent Draft","2248773","PRJNA490819","SAMN10059793","GCF_003702705.1","GCA_003702705.1","ASM370270v1","QZMN00000000.1","link"
"89","PAB_0000000090","Actinobacteria","Actinomycetia","Micrococcales","Ornithinimicrobiaceae","Ornithinimicrobium","Ornithinimicrobium flavum","Ornithinimicrobium flavum CPCC 203535 [PHYL]","Plants","Phyllosphere","not_announced","not_announced","934","Paris polyphylla|leaf|Paris polyphylla|leaf","2836947475","3712913","3742","3662","Yes","Finished","1288636","PRJNA528571","SAMN11231230","GCF_004526345.1","GCA_004526345.1","ASM452634v1","not_available","link"
"90","PAB_0000000091","Actinobacteria","Actinomycetia","Micrococcales","Intrasporangiaceae","Oryzihumus","Oryzihumus leptocrescens","Oryzihumus leptocrescens DSM 18082","Plants|Soil","not_announced","not_announced","not_announced","1132","paddy soil|rice|paddy soil","2814123533","4270697","4156","4092","Yes","Permanent Draft","297536","PRJNA538223","SAMN11512390","GCF_006716205.1","GCA_006716205.1","ASM671620v1","VFOQ00000000.1","link"
"91","PAB_0000000092","Actinobacteria","Actinomycetia","Micrococcales","Intrasporangiaceae","Phycicoccus","Phycicoccus endophyticus","Phycicoccus endophyticus IP6SC6","Plants","not_announced","not_announced","not_announced","1005","plant|plant","2891198379","3177191","3092","3026","Yes","Permanent Draft","1690220","PRJNA610133","SAMN14278070","GCF_011326735.1","GCA_011326735.1","ASM1132673v1","JAANCN000000000.1","link"
"92","PAB_0000000093","Actinobacteria","Actinomycetia","Micrococcales","Intrasporangiaceae","Phycicoccus","Phycicoccus endophyticus","Phycicoccus endophyticus JCM 31784","Plants","not_announced","not_announced","not_announced","959","Bruguiera gymnorhiza|Bruguiera gymnorhiza|Bruguiera gymnorhiza|Bruguiera gymnorhiza","2894037358","3239226","3250","3182","Yes","Finished","1690220","PRJNA658873","SAMN15892353","GCF_014395645.1","GCA_014395645.1","ASM1439564v1","not_available","link"
"93","PAB_0000000094","Actinobacteria","Actinomycetia","Micrococcales","Intrasporangiaceae","Phycicoccus","Phycicoccus sp. CMS6Z-2","Phycicoccus sp. CMS6Z-2","Plants","not_announced","not_announced","not_announced","1088","Kandelia candel|surface-sterilized branch","2891206259","4259791","4106","4034","Yes","Permanent Draft","2502783","PRJNA513904","SAMN10716072","GCF_004025965.2","GCA_004025965.2","ASM402596v2","SAYU00000000.2","link"
"94","PAB_0000000095","Actinobacteria","Actinomycetia","Micrococcales","Cellulomonadaceae","Cellulomonas","Cellulomonas sp. SLBN-39","Cellulomonas sp. SLBN-39 [RHIZ|PSYMB|PGPB]","Plants","Rhizosphere","Plant Symbiont|PGPB","not_announced","1197","Oryza sativa|Rice root","2811994880","4147780","3794","3732","Yes","Permanent Draft","664911","PRJNA536287","SAMN11510412","GCF_006715865.1","GCA_006715865.1","ASM671586v1","VFOA00000000.1","link"
"95","PAB_0000000096","Actinobacteria","Actinomycetia","Micrococcales","Intrasporangiaceae","Phycicoccus","Phycicoccus sp. Root101","Phycicoccus sp. Root101 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","1247","Arabidopsis root|Arabidopsis thaliana|Arabidopsis root","2643221624","4384879","4125","4067","Yes","Permanent Draft","1736421","PRJNA297942","SAMN04155690","GCF_001426245.1","GCA_001426245.1","Root101","LMCM00000000.1","link"
